Branch,Customer,Recency,Lifetime_pc,Exp_buy_range,C_latency,Buys_pd,Buy_days_pd,Buy_concentration,Spend_per_buy,Spend_pd,LM_P,LM_P_2,LM_P_3,Actual,Predict Actual,Spend,Error,ML error estimate
101,955,55,0.8555555555555555,32.72727272727273,1.6805555555555556,0.0695652173913043,0.0347826086956521,2.0,39.55375,2.7515652173913043,5.774461048748353,1.1518048484848478,3.869419393939395,295.62999999999994,1108.5555747918374,990.5634782608696,812.9255747918376,0.5171864666159126
101,971,19,0.9444444444444444,9.473684210526317,2.0055555555555555,0.46875,0.1079545454545454,4.342105263157895,43.7370909090909,20.50176136363636,29.708960999999995,12.48321212121212,0.8558327272727263,31141.17,2372.399925556845,7380.634090909089,3418.293768517633,0.1163431581403792
101,979,4,0.9333333333333332,21.176470588235293,0.1888888888888888,0.1186943620178041,0.0534124629080118,2.2222222222222223,26.36325,3.1291691394658754,0.0185226666666667,0.0,0.9291199999999996,121.79,1384.5292561905073,1126.5008902077152,1262.7392561905074,0.41929416143258086
101,1006,5,0.9916666666666668,2.926829268292683,1.7083333333333337,2.649025069637883,0.3454038997214484,7.669354838709677,58.93677181913775,156.12498607242338,481.986948958555,152.85471151515148,165.56650424242423,79220.65,59491.87998021337,56204.994986072415,7884.542256280052,0.2773738050508378
101,1020,5,0.9083333333333332,3.0508474576271185,1.638888888888889,1.8693009118541035,0.3617021276595745,5.168067226890756,18.889138211382114,35.30948328267477,85.99572221276598,17.877558787878783,0.2535066666666662,3051.4,0.0,12711.413981762917,740.7775043464476,0.15438709564358766
101,1024,6,0.6666666666666666,72.0,0.0833333333333333,0.0534979423868312,0.0246913580246913,2.166666666666667,11.363076923076925,0.6079012345679012,0.0,0.2760945454545454,0.1608945454545454,0.0,0.0,218.84444444444443,0.0,0.31511611226777153
101,1029,18,0.8916666666666667,72.0,0.25,0.0933734939759036,0.0180722891566265,5.166666666666667,14.86967741935484,1.388433734939759,2.0112251916757944,4.799787878787879,3.6074484848484847,12.77,0.0,499.8361445783133,12.77,0.34178897795942265
101,1033,4,0.9972222222222222,2.0689655172413794,1.933333333333333,1.863888888888889,0.4805555555555555,3.878612716763006,31.189821162444115,58.13436111111112,87.08391080134682,94.6423612121212,68.01608969696969,14932.7,22145.660480715396,20928.370000000003,7212.9604807153955,0.2115668262173131
101,1074,7,0.9861111111111112,4.615384615384615,1.5166666666666668,1.381615598885794,0.2200557103064067,6.278481012658228,17.73804435483871,24.50715877437326,5.690262545454552,0.0671173333333331,0.0207226666666665,1598.74,3368.5538000377846,8822.577158774373,1769.8138000377846,0.08878373855322404
101,1109,12,0.9055555555555556,5.625,2.1333333333333333,0.3663663663663664,0.1951951951951951,1.8769230769230767,216.89590163934423,79.46336336336336,0.0,30.084151515151515,5.278928484848485,5672.679999999999,0.0,28606.81081081081,3208.9212874691757,0.11134248365508365
101,1139,13,0.8166666666666667,40.0,0.325,0.0993377483443708,0.0331125827814569,3.0,25.484,2.531523178807947,0.2085505454545453,0.253108363636364,2.784232727272728,5682.369999999999,1660.8418558282772,911.3483443708609,928.5369796306913,0.8630870966627094
101,1149,4,1.0,2.1951219512195124,1.8222222222222224,4.022160664819944,0.4542936288088642,8.853658536585366,21.304917355371902,85.69180055401662,220.47847877377663,135.72727030303034,113.85268969696968,52967.85,34070.61414310138,30849.048199445984,6667.831085667109,0.3526119743357707
101,1196,4,1.0,1.5384615384615383,2.6,6.058171745152355,0.6481994459833795,9.346153846153848,28.379080932784635,171.9253462603878,431.1516267264333,258.4075309090909,114.66113090909089,45827.16,54529.32947237188,61893.124653739615,8702.169472371876,0.20441117628264643
101,1221,4,1.0,1.8,2.2222222222222223,4.8171745152354575,0.554016620498615,8.695,16.34998274870615,78.76072022160665,158.34356508419376,87.28341333333334,32.99798181818182,22134.81,21144.825074643366,28353.859279778393,989.9849253566354,0.12633316899421426
