Customer,Predicted_spend,Testing_spend,Std_dev,Training_spend,MSE,MAE,Slope,Branch,Bus_Type_spend,Bus_Type_ID,Train_spend_pd,Test_spend_pd,Predict_spend_pd,Predict_ratio,Spend_decrease,Actual_ratio
71368,152.8265529267033,153.13,237.4701800911027,2089.871948113399,50254.25344887272,194.3469020274578,-7.774272569521035,1451.0,8589952.030000001,248,6.966239827044663,3.0626,3.056531058534066,0.4387633981057985,3.903639827044663,0.9980183695337512
220968,78.54547617697628,0.0,213.64517962396397,1289.6198269202027,40598.83746554247,158.46801277941677,-7.635634429061905,607.0,8589952.030000001,248,4.298732756400676,0.0,1.5709095235395256,0.3654354928671692,4.298732756400676,2.0
117296,0.0,0.0,78.60959502909547,248.58536623539197,5093.380039798919,43.088130147467936,-7.532889885920967,155.0,8589952.030000001,248,0.8286178874513065,0.0,0.0,0.0,0.8286178874513065,1.0
166300,0.0,0.0,55.97024681949235,176.99346115139096,2354.2478642444057,31.7515542429162,-7.5088135033923455,1349.0,8589952.030000001,248,0.5899782038379698,0.0,0.0,0.0,0.5899782038379698,1.0
81411,0.0,0.0,28.94570881799893,156.96373863996317,305.2689375948238,15.37640116041526,-7.375633227947437,282.0,8589952.030000001,248,0.5232124621332106,0.0,0.0,0.0,0.5232124621332106,1.0
70680,0.0,0.0,42.63382504790928,228.9309770299954,1224.705445688821,27.055134222168828,-7.05968742294859,1069.0,8589952.030000001,248,0.7631032567666514,0.0,0.0,0.0,0.7631032567666514,1.0
155017,0.0,0.0,40.68258783197052,128.6496386588783,1083.3204781348336,23.858660260373792,-7.017253017756997,304.0,8589952.030000001,248,0.4288321288629276,0.0,0.0,0.0,0.4288321288629276,1.0
71908,4.256449857692822,122.4,100.284387854258,459.1443599890216,8648.39916601402,71.73343331161209,-6.987984809951273,766.0,8589952.030000001,248,1.5304811999634054,2.448,0.0851289971538564,0.0556223736403243,-0.9175188000365946,0.0347749171380132
313908,69.08563120372528,0.0,363.3272012196331,1148.9414917483475,118405.96946437328,206.1131403378854,-6.963281768171803,168.0,8589952.030000001,248,3.829804972494492,0.0,1.3817126240745057,0.3607788474864676,3.829804972494492,2.0
85279,0.0,0.0,35.235796397304,149.7889144459822,729.1028682989544,19.23281991831258,-6.860535756780981,441.0,8589952.030000001,248,0.4992963814866072,0.0,0.0,0.0,0.4992963814866072,1.0
103264,0.0,0.0,36.092741326969126,155.64338557032178,785.901933500507,20.78875853980417,-6.844732062803439,281.0,8589952.030000001,248,0.5188112852344059,0.0,0.0,0.0,0.5188112852344059,1.0
