Customers,Intercept,Coef,ABSCoef,Spend,Unseasoned,Predicted,linear_output,Actual,ABS_diff_unseasoned,ABS_diff_Predicted,ABS_diff_linear_output,Unseasoned_diff,Season_diff,linear_output_diff
90045,2149.3272727272724,78.59860606060606,78.59860606060606,25030.210000000003,32890.0706060606,32607.325126918407,21915.421226934428,17281.859999999997,15608.210606060606,15325.46512691841,4633.561226934431,0,0,1
99239,575.0043636363635,79.97969696969697,79.97969696969697,9436.48,17347.099696969697,17287.40425972299,8982.529755677693,8385.2,8961.899696969696,8902.204259722988,597.3297556776924,0,0,1
70414,1230.636,86.27066666666668,86.27066666666668,16229.66,24815.606666666667,25043.20029107832,15054.451245571443,12722.9,12092.706666666667,12320.30029107832,2331.5512455714434,0,0,1
44374,9102.555818181818,87.71248484848485,87.71248484848485,95928.69999999998,103743.86848484848,106890.12422631266,82589.80508828476,83595.7,20148.168484848487,23294.424226312665,1005.894911715237,0,0,1
126592,681.898,88.76866666666666,88.76866666666666,10813.57,19690.43666666667,20162.75252999529,10740.845378159356,2253.35,17437.08666666667,17909.402529995292,8487.495378159356,0,0,1
12226,2167.3201818181824,90.2501818181818,90.2501818181818,25769.960000000003,34759.47818181819,31311.97487411896,21710.496276682883,34355.79,403.6881818181864,3043.8151258810394,12645.293723317118,1,0,0
70403,704.3070909090908,94.1750909090909,94.1750909090909,11763.32,20698.459090909088,20012.016471158888,11089.863747644406,16253.88,4444.579090909088,3758.1364711588885,5164.016252355594,0,1,0
63289,1948.3372727272724,94.3426060606061,94.3426060606061,24011.74,33163.050606060606,31380.071094922667,20978.994642356738,21686.09,11476.960606060606,9693.981094922667,707.0953576432621,0,0,1
128636,1313.721454545455,94.3767878787879,94.3767878787879,17384.17,26821.848787878796,27683.415210935294,16621.504016763254,13667.64,13154.208787878797,14015.775210935295,2953.8640167632548,0,0,1
60582,2784.884727272727,95.42006060606064,95.42006060606064,32682.18,41684.75606060607,39726.24672149888,28100.32752368949,44113.32000000001,2428.5639393939346,4387.073278501128,16012.992476310515,1,0,0
125810,2572.816909090909,98.59357575757572,98.59357575757572,30164.88,40024.23757575757,40989.10647718476,27524.693257323866,31778.77,8245.467575757571,9210.33647718476,4254.076742676134,0,0,1
69168,6591.860545454547,101.1098787878787,101.1098787878787,70512.57,80579.53787878789,80269.74521197999,60842.51028307977,52352.96,28226.577878787888,27916.785211979986,8489.55028307977,0,0,1
26079,10346.991272727271,103.7299393939392,103.7299393939392,108137.75999999998,118510.75393939392,116886.70119062574,91906.83904755847,86969.87,31540.883939393927,29916.831190625744,4936.969047558479,0,0,1
151434,579.094,105.19066666666664,105.19066666666664,10527.740000000002,21043.58666666667,21935.62423629563,11335.014276514426,5092.74,15950.84666666667,16842.884236295627,6242.274276514427,0,0,1
129995,587.537818181818,105.59915151515152,105.59915151515152,10627.34,21187.25515151515,17696.40501207935,9662.193752510218,6444.88,14742.375151515149,11251.52501207935,3217.3137525102184,0,0,1
127607,2209.8992727272725,107.39127272727272,107.39127272727272,27006.85,37670.72727272727,35969.44309604371,24129.595795814414,25831.77,11838.957272727272,10137.673096043709,1702.1742041855869,0,0,1
104548,1010.6792727272727,107.94860606060608,107.94860606060608,14964.48,25759.34060606061,25321.850607536315,14621.027757978081,18296.31,7463.030606060609,7025.5406075363135,3675.28224202192,0,0,1
99633,1185.7276363636363,111.038303030303,111.038303030303,17098.559999999998,27957.8303030303,27113.25436437299,16267.42760967002,16007.8,11950.0303030303,11105.454364372992,259.6276096700203,0,0,1
2899,2668.108363636364,111.84703030303032,111.84703030303032,31714.2,42898.90303030304,41649.30391416002,28460.78420822356,25252.95,17645.953030303037,16396.353914160016,3207.8342082235577,0,0,1
64372,2966.2254545454543,116.86078787878787,116.86078787878787,34958.04,46607.06878787877,45512.32861285038,31424.779346519055,53629.62,7022.5512121212305,8117.29138714962,22204.840653480947,1,0,0
9835,2970.44,117.96133333333329,117.96133333333329,35076.26,46808.79333333332,46333.81926907517,31808.315198592907,48372.5,1563.7066666666797,2038.6807309248325,16564.184801407093,1,0,0
80789,5702.301454545455,118.6127878787878,118.6127878787878,146657.19999999998,74221.86878787879,71803.59263255972,90289.20939813148,47129.77,27092.098787878793,24673.822632559728,43159.439398131486,0,1,0
79744,6369.835454545455,120.09745454545455,120.09745454545455,70408.04000000001,81112.48545454547,76767.2757157073,59379.7609796856,85093.45,3980.9645454545243,8326.17428429269,25713.6890203144,1,0,0
127373,854.6207272727273,121.27272727272724,121.27272727272724,14046.679999999998,26130.752727272727,24668.792901413504,13960.468137566422,12594.34,13536.412727272727,12074.452901413504,1366.128137566422,0,0,1
24879,6239.9565454545445,121.50521212121212,121.50521212121212,67960.29,80017.8212121212,77708.42853873988,58703.9424413859,77926.73000000001,2091.0912121211877,218.3014612601255,19222.78755861411,0,1,0
87665,4738.245636363637,122.8989696969697,122.8989696969697,55358.31,65202.806969696976,66915.21227849934,48894.83696473766,73396.81,8194.003030303022,6481.597721500657,24501.973035262337,0,1,0
21094,1118.2054545454544,123.45345454545452,123.45345454545452,16737.46,29082.80545454545,26603.955506415816,15905.394288850948,18490.97,10591.83545454545,8112.985506415815,2585.575711149053,0,0,1
34417,10088.714181818184,126.13618181818175,126.13618181818175,107389.8,119176.88818181818,113595.5192932197,90251.82485818391,134374.00999999998,15197.121818181797,20778.490706780285,44122.185141816066,1,0,0
77132,2140.6387272727275,126.8040606060606,126.8040606060606,27125.1,39792.97606060606,38839.329591648166,25342.230943505812,28095.0,11697.976060606059,10744.329591648166,2752.7690564941877,0,0,1
58846,1330.5621818181817,127.89551515151511,127.89551515151511,19112.56,31850.471515151512,30875.41644053373,18659.64882601679,17364.699999999997,14485.771515151515,13510.716440533732,1294.9488260167927,0,0,1
39154,6765.18290909091,128.9069090909091,128.9069090909091,74328.65,86343.33090909092,85164.30818122363,64471.06860186692,79988.3,6355.030909090914,5176.008181223631,15517.23139813308,0,1,0
28891,807.0976363636365,129.74430303030303,129.74430303030303,13909.47,26883.900303030307,27116.414173302324,14891.903936299714,13985.66,12898.240303030307,13130.754173302324,906.2439362997138,0,0,1
